path,sha256,source,license,generator,split_group_id,training_role
C:\Users\lLrich\ai_voice_data_v12\files\e44dca7934dfb80107ea8b44fba39ef3787b6a325453eb82d6d50e1bc04b21bb.mp3,e44dca7934dfb80107ea8b44fba39ef3787b6a325453eb82d6d50e1bc04b21bb,mtg_jamendo_cc,http://creativecommons.org/licenses/by-sa/2.5/es/,mtg_jamendo_cc::real,jamendo::artist::e34c0b57140a6adf,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e45a471c35ec2b368b0a18a31b8c1a6b0b8a188f16aa1df9b9756734549a694d.wav,e45a471c35ec2b368b0a18a31b8c1a6b0b8a188f16aa1df9b9756734549a694d,mlaad_tiny_matched,M-AILABS original corpus license (see MLAAD LICENSE),MLAAD_original,mlaad_tiny::en::dorothy_and_wizard_oz_19_f000025,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e473f1ba7fb82f53fc3d6edf8e65b43f342e8c94df49041e293df31457f36daf.wav,e473f1ba7fb82f53fc3d6edf8e65b43f342e8c94df49041e293df31457f36daf,wavefake_ajay,unknown,WF1,wavefake::LJ044-0112,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e4a65a7da6b561d95a1fbcc17ff9a3bbcb71065b2ffa6b4e800793710f017f5d.mp3,e4a65a7da6b561d95a1fbcc17ff9a3bbcb71065b2ffa6b4e800793710f017f5d,sonics_official,CC BY-NC 4.0,SONICS::udio-30s,sonics::9217,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e4afb2298a5156646486b31bbd9f0f032d9348de9287102a27ee7a3fc71f69e3.wav,e4afb2298a5156646486b31bbd9f0f032d9348de9287102a27ee7a3fc71f69e3,mlaad_tiny_matched,M-AILABS original corpus license (see MLAAD LICENSE),MLAAD_original,mlaad_tiny::en::emerald_city_of_oz_07_f000056,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e4cbe4d6990f1e41617d806a22080321fa74d985a390a0c50537a6d9a9cc872a.wav,e4cbe4d6990f1e41617d806a22080321fa74d985a390a0c50537a6d9a9cc872a,gtzan_real_v2,unknown,GTZAN_genre_4,gtzan::gtzan_v2_hiphop.00010,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e4edcc321fc3540d5c5b532e1b149e816a2a3d6ac46eda2ccd6299c28032b6f7.wav,e4edcc321fc3540d5c5b532e1b149e816a2a3d6ac46eda2ccd6299c28032b6f7,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::04,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e4f32fed32b17cdf8639d69f85c8db6f029e85b95192f494fb635772b789536d.mp3,e4f32fed32b17cdf8639d69f85c8db6f029e85b95192f494fb635772b789536d,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::97a38d560060da3e,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e51bbadaae288fa7ede724dd58867bbdcb85d4991007c9b9380281075fbd4ec4.wav,e51bbadaae288fa7ede724dd58867bbdcb85d4991007c9b9380281075fbd4ec4,gtzan_real_v2,unknown,GTZAN_genre_6,gtzan::gtzan_v2_metal.00057,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e535af1bfed640e4694551d29b39168821281dffa048588517c48d44a534a787.wav,e535af1bfed640e4694551d29b39168821281dffa048588517c48d44a534a787,fake_music_generated,unknown,MusicGen,generated_music::fake_music_generator_0284,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e54001be49facbbb7ccc60954d12c63b349d71b97e082c5f52ecdebadb1feef0.wav,e54001be49facbbb7ccc60954d12c63b349d71b97e082c5f52ecdebadb1feef0,fake_music_generated,unknown,MusicGen,generated_music::fake_music_generator_0286,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e5516cbf9a7f5ef4954db624b242caf70228a4edb984cafa0f3fb36b28d6a35b.flac,e5516cbf9a7f5ef4954db624b242caf70228a4edb984cafa0f3fb36b28d6a35b,asvspoof2019,unknown,A01,asvspoof::LA_0096,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e558b18a4e160598ed9d97ae06bbf0b48164c88895dac361f46c4bb3cc3ff7b8.wav,e558b18a4e160598ed9d97ae06bbf0b48164c88895dac361f46c4bb3cc3ff7b8,gtzan_real_v2,unknown,GTZAN_genre_1,gtzan::gtzan_v2_classical.00011,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e5c66b9f88a4be3fcc724038408b25292ea2819c57431b8f0dfe04a147400bae.wav,e5c66b9f88a4be3fcc724038408b25292ea2819c57431b8f0dfe04a147400bae,gtzan_real_v2,unknown,GTZAN_genre_7,gtzan::gtzan_v2_pop.00083,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e6239ee0597f44f4cf2750ac96b12716a77cf1cb5da1581b3be7b081a11255e2.mp3,e6239ee0597f44f4cf2750ac96b12716a77cf1cb5da1581b3be7b081a11255e2,echoes_fma_paired,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,Echoes::producer,echoes_fma::118055,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e64a4a86ebc60ee9605f74dc60fc22a801395ac7f0dc3e1911f726a80c19bfa7.flac,e64a4a86ebc60ee9605f74dc60fc22a801395ac7f0dc3e1911f726a80c19bfa7,librispeech_dev,unknown,LibriSpeech,libri::7976,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e650e599a5dd5a3140ff4d3dda413b388ec7cd0d6a5b4796cecc82e5422eba94.mp3,e650e599a5dd5a3140ff4d3dda413b388ec7cd0d6a5b4796cecc82e5422eba94,sonics_official,CC BY-NC 4.0,SONICS::udio-120s,sonics::38,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e66025b117fefcb27cecd1fc119123e390b7597dd8979694cc1f7c860412e72a.mp3,e66025b117fefcb27cecd1fc119123e390b7597dd8979694cc1f7c860412e72a,sonics_official,CC BY-NC 4.0,SONICS::chirp-v3.5,sonics::89,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e672a1647093f73636aa679c1cf640ad138d0f90e20871dac0bd3ed99574ce74.flac,e672a1647093f73636aa679c1cf640ad138d0f90e20871dac0bd3ed99574ce74,asvspoof2019,unknown,A02,asvspoof::LA_0092,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e6bea3f1fac5638f8aa116efab19d6166c4ed9df9c3b356e3abd6b36c4240e0f.wav,e6bea3f1fac5638f8aa116efab19d6166c4ed9df9c3b356e3abd6b36c4240e0f,mlaad_tiny_matched,M-AILABS original corpus license (see MLAAD LICENSE),MLAAD_original,mlaad_tiny::en::dorothy_and_wizard_oz_13_f000057,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e6e1a145fec9db887c2c62f450488e6dc06c739dc0a90d5ec595984355500ffc.wav,e6e1a145fec9db887c2c62f450488e6dc06c739dc0a90d5ec595984355500ffc,gtzan_real_v2,unknown,GTZAN_genre_6,gtzan::gtzan_v2_metal.00087,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e718a968282f99fa918c8e7fce7923bfe973870ca67fd5d1abe4c01369926b5e.wav,e718a968282f99fa918c8e7fce7923bfe973870ca67fd5d1abe4c01369926b5e,gtzan_real_v2,unknown,GTZAN_genre_6,gtzan::gtzan_v2_metal.00052,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e7680e318291adb859397843f456364fd0c72f41e6cbe3f9dfb3f7e23864c41c.wav,e7680e318291adb859397843f456364fd0c72f41e6cbe3f9dfb3f7e23864c41c,gtzan_real_v2,unknown,GTZAN_genre_2,gtzan::gtzan_v2_country.00024,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e7742e7b1a4880c319bc1d4e8b6a87753e2e2e6ac300dfaaaebdbe167ef92073.mp3,e7742e7b1a4880c319bc1d4e8b6a87753e2e2e6ac300dfaaaebdbe167ef92073,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::48c292f67e7bb3b6,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e776c0a0e7174e412bb94bf1ce06282e703a23019bbf2ea1ffa97e5f2ef85b5d.flac,e776c0a0e7174e412bb94bf1ce06282e703a23019bbf2ea1ffa97e5f2ef85b5d,librispeech_dev,unknown,LibriSpeech,libri::3853,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e7978b11e0fdaf50f04b90d66aee9ffeceb4cd20d1633793955a2b14bd0cbaf7.mp3,e7978b11e0fdaf50f04b90d66aee9ffeceb4cd20d1633793955a2b14bd0cbaf7,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::89896c8044357911,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e7cd59dc3006ed366f8e30eebc129768542b308a38047f95808f0dca7a6b6b17.wav,e7cd59dc3006ed366f8e30eebc129768542b308a38047f95808f0dca7a6b6b17,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::01,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e7d375eaf9511197945ea63fda140f928ba30e606c2aa7d3f0f401c04fc27263.wav,e7d375eaf9511197945ea63fda140f928ba30e606c2aa7d3f0f401c04fc27263,gtzan_real_v2,unknown,GTZAN_genre_1,gtzan::gtzan_v2_classical.00076,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e7fb196722998bd273b55285e6dab5d91c70f64ce6c8c2fa5bff1b5e7a0c476b.flac,e7fb196722998bd273b55285e6dab5d91c70f64ce6c8c2fa5bff1b5e7a0c476b,asvspoof2019,unknown,A01,asvspoof::LA_0095,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e7fde72eab523688ee8d2451bd23b1bfb516e8c39679b90644a6da034a284ada.mp3,e7fde72eab523688ee8d2451bd23b1bfb516e8c39679b90644a6da034a284ada,mtg_jamendo_cc,http://creativecommons.org/licenses/by-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::76c227ced056fb15,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e81eb1ee34442369fe6272b7be63e0b06712d935d0465c48ada9c29676726c19.wav,e81eb1ee34442369fe6272b7be63e0b06712d935d0465c48ada9c29676726c19,mlaad_tiny_matched,CC BY-NC 4.0,MLAAD::Qwen2.5-Omni,mlaad_tiny::en::dorothy_and_wizard_oz_18_f000006,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e82f7d6fe526b70905f882c84489925a97b025b6bd2a2ef9e6079958aa66c680.mp3,e82f7d6fe526b70905f882c84489925a97b025b6bd2a2ef9e6079958aa66c680,sonics_official,CC BY-NC 4.0,SONICS::chirp-v3.5,sonics::334,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e84a7c2718b5e313791db51626496104b41a505baec87521e4e7d2c47757e8e9.flac,e84a7c2718b5e313791db51626496104b41a505baec87521e4e7d2c47757e8e9,asvspoof2019,unknown,bonafide,asvspoof::LA_0088,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e8601f8b9145170436ada516c332044c20b76027ddc3c754db8ed64bed7b76ae.wav,e8601f8b9145170436ada516c332044c20b76027ddc3c754db8ed64bed7b76ae,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::02,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e89296ebb7015044e701f74db22f537d9fd8f48e84a77f67a842390b14020158.flac,e89296ebb7015044e701f74db22f537d9fd8f48e84a77f67a842390b14020158,asvspoof2019,unknown,A01,asvspoof::LA_0081,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e8a5d385eeda27aee4abfacad14941139343a69e6a5f714576dcaa23b38ceebf.flac,e8a5d385eeda27aee4abfacad14941139343a69e6a5f714576dcaa23b38ceebf,librispeech_dev,unknown,LibriSpeech,libri::251,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e8b22d883b3046f3ae9ea0f3844d5f7de3da7b6782967432591e811615a79970.flac,e8b22d883b3046f3ae9ea0f3844d5f7de3da7b6782967432591e811615a79970,asvspoof2019,unknown,A01,asvspoof::LA_0088,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e8b48197175e18427eefd0efe29ab4c7ce6d8680f868684e97849c5c9a487f91.wav,e8b48197175e18427eefd0efe29ab4c7ce6d8680f868684e97849c5c9a487f91,fake_music_generated,unknown,MusicGen,generated_music::fake_music_generator_0294,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e9029b7fa32bd3e62576b68d602628cf3cda85257d6c6cdf186c1326d7bf5ee3.mp3,e9029b7fa32bd3e62576b68d602628cf3cda85257d6c6cdf186c1326d7bf5ee3,sonics_official,CC BY-NC 4.0,SONICS::udio-120s,sonics::413,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e90804bf22f0479a5d1bd5890e5174407dad359791aebe3d14bd508a099ae5d0.wav,e90804bf22f0479a5d1bd5890e5174407dad359791aebe3d14bd508a099ae5d0,wavefake_ajay,unknown,WF5,wavefake::LJ048-0121,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e99d6a03c45efe343a3b05b574ee9d0759c2b0f41d5b8ea9f8282001cb3854cd.mp3,e99d6a03c45efe343a3b05b574ee9d0759c2b0f41d5b8ea9f8282001cb3854cd,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::f7cba7398e86ba9c,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e9b571c44cc36011b4c4c44dd2223e6146bd52462f3128b49eeceb38a704d7cc.wav,e9b571c44cc36011b4c4c44dd2223e6146bd52462f3128b49eeceb38a704d7cc,gtzan_real_v2,unknown,GTZAN_genre_0,gtzan::gtzan_v2_blues.00015,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e9b99e2e8ebcd1c365342b3cb132466b950ca4806145020f9ebbcaa0cfb518ce.mp3,e9b99e2e8ebcd1c365342b3cb132466b950ca4806145020f9ebbcaa0cfb518ce,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::8714c29824ddf37c,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e9bc7b1472e891ced7489987f5bfe6ed9f8c9f2ce8e051f28dde22cc3660c326.flac,e9bc7b1472e891ced7489987f5bfe6ed9f8c9f2ce8e051f28dde22cc3660c326,asvspoof2019,unknown,A02,asvspoof::LA_0090,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e9c1742a2dab1d37006d8fbdae4155502aeb11874537b5c6c065085cd8a1e527.wav,e9c1742a2dab1d37006d8fbdae4155502aeb11874537b5c6c065085cd8a1e527,gtzan_real_v2,unknown,GTZAN_genre_2,gtzan::gtzan_v2_country.00091,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e9e79f597cc12f93e6098e77e176619df1d5534f9717c2d4ce7a6d2767b57115.mp3,e9e79f597cc12f93e6098e77e176619df1d5534f9717c2d4ce7a6d2767b57115,sonics_official,CC BY-NC 4.0,SONICS::udio-120s,sonics::130,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e9fd0074edc7c0a579951f7b8e3aafa9d8d87c008533b229283b6c4952a2090a.wav,e9fd0074edc7c0a579951f7b8e3aafa9d8d87c008533b229283b6c4952a2090a,wavefake_ajay,unknown,WF3,wavefake::LJ009-0227,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e9fd0074edc7c0a579951f7b8e3aafa9d8d87c008533b229283b6c4952a2090a.wav,e9fd0074edc7c0a579951f7b8e3aafa9d8d87c008533b229283b6c4952a2090a,wavefake_ajay,unknown,WF6,wavefake::LJ009-0227,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\e9fe7406baef0c2e548f77d07da157fb09c635a3608237c75b9d11d67091e187.wav,e9fe7406baef0c2e548f77d07da157fb09c635a3608237c75b9d11d67091e187,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::05,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\ea071f760905434719ccf05376028836b085e7b361ca3a0791de48a2b27bf917.wav,ea071f760905434719ccf05376028836b085e7b361ca3a0791de48a2b27bf917,gtzan_real_v2,unknown,GTZAN_genre_1,gtzan::gtzan_v2_classical.00036,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\ea17f0ee41d4b2fd8a78f5d925bb5f734f8a8250d41ad4b1dcf70008c8faad87.wav,ea17f0ee41d4b2fd8a78f5d925bb5f734f8a8250d41ad4b1dcf70008c8faad87,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::05,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\ea185ac19e7107c1da5dffc3391c1be9a3a506769b290ef6f0c1edd20b9a8f87.wav,ea185ac19e7107c1da5dffc3391c1be9a3a506769b290ef6f0c1edd20b9a8f87,gtzan_real_v2,unknown,GTZAN_genre_8,gtzan::gtzan_v2_reggae.00043,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\ea1f9f608f71a3dc1798445c3b8d7d85828099ab6c9f94fa36b19c10f0c695f0.wav,ea1f9f608f71a3dc1798445c3b8d7d85828099ab6c9f94fa36b19c10f0c695f0,wavefake_ajay,unknown,WF2,wavefake::LJ020-0002,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\ea30effd4b28ee5e34784eb34bcd985adbfa7be0ae02577b700100b23ccd7b7a.flac,ea30effd4b28ee5e34784eb34bcd985adbfa7be0ae02577b700100b23ccd7b7a,asvspoof2019,unknown,bonafide,asvspoof::LA_0081,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\ea39fdb69e6ba988e79a152408e841cc55e409fe71f25f0a10262f6f246b2367.flac,ea39fdb69e6ba988e79a152408e841cc55e409fe71f25f0a10262f6f246b2367,asvspoof2019,unknown,A01,asvspoof::LA_0095,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\ea56764ca2ea9f9003e736c6d4f35afd0d97fbf1653462367d83b85dae6c3b06.flac,ea56764ca2ea9f9003e736c6d4f35afd0d97fbf1653462367d83b85dae6c3b06,librispeech_dev,unknown,LibriSpeech,libri::1673,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\ea5ad054b644d41c228491805cd9b871695fb8b68087c248a0e3cfc378a479cd.wav,ea5ad054b644d41c228491805cd9b871695fb8b68087c248a0e3cfc378a479cd,gtzan_real_v2,unknown,GTZAN_genre_2,gtzan::gtzan_v2_country.00006,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\ea8103cc1387a0a6ce6deb26abb6b59f8d07c5fa7ab6ede2d193992770ba9b59.flac,ea8103cc1387a0a6ce6deb26abb6b59f8d07c5fa7ab6ede2d193992770ba9b59,asvspoof2019,unknown,A01,asvspoof::LA_0081,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eaa6e1137067d0e8b3d50e9b48b55c279f667dc7294d2f96ae61c6da383f50bb.wav,eaa6e1137067d0e8b3d50e9b48b55c279f667dc7294d2f96ae61c6da383f50bb,mlaad_tiny_matched,CC BY-NC 4.0,MLAAD::OpenVoiceV2,mlaad_tiny::en::hunters_space_07_f000081,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eacd0f281a2e977f0765ffa4a5b19795755d19a554e146965331a8e3c178ce2f.wav,eacd0f281a2e977f0765ffa4a5b19795755d19a554e146965331a8e3c178ce2f,wavefake_ajay,unknown,WF2,wavefake::LJ043-0040,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eaf2a0047227569c8b8c2359242ba6fdafdceca116f991cca17884d2808ad9c1.wav,eaf2a0047227569c8b8c2359242ba6fdafdceca116f991cca17884d2808ad9c1,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::04,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eafc4829bcad199ead99b9c73bcfbbe064ecd228a43bb8ae962fdabe661ac2fe.mp3,eafc4829bcad199ead99b9c73bcfbbe064ecd228a43bb8ae962fdabe661ac2fe,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::5a540867a5d3d2f4,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eaffebbc5295d352bea605feec257f616b9e8ef08772f9d786624f1b6fce61a4.mp3,eaffebbc5295d352bea605feec257f616b9e8ef08772f9d786624f1b6fce61a4,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::84090eb5990b4841,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eb0175a92ae22478d64060e5c72043ad8fa58d7c75ee519d1558746db3c1d5b1.wav,eb0175a92ae22478d64060e5c72043ad8fa58d7c75ee519d1558746db3c1d5b1,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::03,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eb09945bcb1e34a5b6894b54939c39d739d6f97eb3db21a6c331a059525247fa.mp3,eb09945bcb1e34a5b6894b54939c39d739d6f97eb3db21a6c331a059525247fa,sonics_official,CC BY-NC 4.0,SONICS::udio-120s,sonics::142,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eb1f4511a09b998b3824fc89560cb7f83707eeac41d96bf66fdef12fff676163.wav,eb1f4511a09b998b3824fc89560cb7f83707eeac41d96bf66fdef12fff676163,gtzan_real_v2,unknown,GTZAN_genre_3,gtzan::gtzan_v2_disco.00004,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eb207dc2708217313af0f47327555521132fb59b480a2a2740ee0719c4e00f6c.wav,eb207dc2708217313af0f47327555521132fb59b480a2a2740ee0719c4e00f6c,gtzan_real_v2,unknown,GTZAN_genre_9,gtzan::gtzan_v2_rock.00093,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eb248b17d6fa63dce022a963ec127f033c166a257a2566b7ca0edd0cd8916f89.wav,eb248b17d6fa63dce022a963ec127f033c166a257a2566b7ca0edd0cd8916f89,gtzan_real_v2,unknown,GTZAN_genre_0,gtzan::gtzan_v2_blues.00006,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eb47d533d00f81c7798c21fe4b77abf4676a4948f497ead2a31e1af45e6039c6.mp3,eb47d533d00f81c7798c21fe4b77abf4676a4948f497ead2a31e1af45e6039c6,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/2.0/de/,mtg_jamendo_cc::real,jamendo::artist::820bc857670579ea,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eb51bd93e1cfc57c29b44d3e25a88caec22182cf07340dd9f3f13b609e1bacf1.mp3,eb51bd93e1cfc57c29b44d3e25a88caec22182cf07340dd9f3f13b609e1bacf1,mtg_jamendo_cc,http://creativecommons.org/licenses/by-sa/2.5/se/,mtg_jamendo_cc::real,jamendo::artist::a661a8b17afe7a77,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eb728567600f39832053569b7fd369a28b6fb8c1715d4498b88bde9bc21908b3.wav,eb728567600f39832053569b7fd369a28b6fb8c1715d4498b88bde9bc21908b3,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::02,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eb7791d8e7a848b15f47cedd379eaee6379ddc756a11fc419ba0db86ad328910.flac,eb7791d8e7a848b15f47cedd379eaee6379ddc756a11fc419ba0db86ad328910,asvspoof2019,unknown,A02,asvspoof::LA_0095,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eb8ad521eacb1a1e06332c3e940f305954c726479482f6e814ce95f33a6efdf1.wav,eb8ad521eacb1a1e06332c3e940f305954c726479482f6e814ce95f33a6efdf1,gtzan_real_v2,unknown,GTZAN_genre_6,gtzan::gtzan_v2_metal.00013,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eb8c71c3e3beaa8c811e478e289c22f6ac7487407fb1335fc4cbe2c78f97448f.mp3,eb8c71c3e3beaa8c811e478e289c22f6ac7487407fb1335fc4cbe2c78f97448f,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/2.0/fr/,mtg_jamendo_cc::real,jamendo::artist::70e478f1391b9daa,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eb90d33d81791285ec6b274647e65333a269faedf3e3d8f5a69a4dc72ba2e766.wav,eb90d33d81791285ec6b274647e65333a269faedf3e3d8f5a69a4dc72ba2e766,mlaad_tiny_matched,M-AILABS original corpus license (see MLAAD LICENSE),MLAAD_original,mlaad_tiny::en::jane_eyre_13_f000059,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\eba8e95f1b31f1a011b24e0aba11924c3253e721da6eae4a65a36382e57a3c51.mp3,eba8e95f1b31f1a011b24e0aba11924c3253e721da6eae4a65a36382e57a3c51,sonics_official,CC BY-NC 4.0,SONICS::udio-120s,sonics::26,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\ebb4e243c6ca5a519a909ec158118c00e48fe951c2b42bddd3f357249888c60c.wav,ebb4e243c6ca5a519a909ec158118c00e48fe951c2b42bddd3f357249888c60c,fake_music_generated,unknown,MusicGen,generated_music::fake_music_generator_0084,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\ebb7a9d85ee3f504e69e73b50f440212968ecad5781fe8b2654a93822ca4d16f.wav,ebb7a9d85ee3f504e69e73b50f440212968ecad5781fe8b2654a93822ca4d16f,gtzan_real_v2,unknown,GTZAN_genre_7,gtzan::gtzan_v2_pop.00034,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\ebc1cf897af5da6a5efad4a0737d2db47b361819b882f1a39324c629e90f41db.mp3,ebc1cf897af5da6a5efad4a0737d2db47b361819b882f1a39324c629e90f41db,sonics_official,CC BY-NC 4.0,SONICS::udio-30s,sonics::9327,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\ebc6cf2b245650ec91ff772be9f9b88431f7c408f99e2d3af4632d0c81767cf9.flac,ebc6cf2b245650ec91ff772be9f9b88431f7c408f99e2d3af4632d0c81767cf9,asvspoof2019,unknown,A02,asvspoof::LA_0084,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\ec0a1406f201d83859d6ca11115c3cc5e6c6ad90313493c527d457254ff620e3.flac,ec0a1406f201d83859d6ca11115c3cc5e6c6ad90313493c527d457254ff620e3,asvspoof2019,unknown,A01,asvspoof::LA_0079,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\ec1f6ee68f061ea8ee39e39a148e89cb15430e11c530eca1c7e440cd07f589ba.wav,ec1f6ee68f061ea8ee39e39a148e89cb15430e11c530eca1c7e440cd07f589ba,wavefake_ajay,unknown,WF4,wavefake::LJ028-0164,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\ec2bcc773b8a235f0ea96b446685d4fd9d15827872c831bbbca90fed344c13c0.wav,ec2bcc773b8a235f0ea96b446685d4fd9d15827872c831bbbca90fed344c13c0,mlaad_tiny_matched,M-AILABS original corpus license (see MLAAD LICENSE),MLAAD_original,mlaad_tiny::en::jane_eyre_09_f000110,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\ec620fee25a9a0717488cb8d098e02a87a2ecc38bacd955e918e40658c801b8a.wav,ec620fee25a9a0717488cb8d098e02a87a2ecc38bacd955e918e40658c801b8a,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::03,v12_student_train
