path,source,generator,calibration_fold,voice_present,music_present,vp_panns_16k,mp_panns_16k,vp_panns_legacy,mp_panns_legacy,vp_model,mp_model
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4252818.flac|data/raw/gtzan_unique_v2/rock.00007.wav,split_internal_mix,mix::A01::GTZAN_genre_9,cal_b,1,1,0.1791895031929016,0.783863365650177,0.5014342665672302,0.5033679604530334,0.8578739166259766,0.962888240814209
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0307.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0043.wav,split_internal_mix,mix::WF5::AudioLDM2,cal_a,1,1,0.19296975433826447,0.03964276611804962,0.5028558969497681,0.5043079853057861,0.8028514385223389,0.9984896183013916
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170138-0003.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0297.wav,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_b,1,1,0.011419695802032948,0.027233758941292763,0.5023602247238159,0.5035374164581299,0.7328900098800659,0.9998562335968018
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ030-0001_WF4_1.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0015.wav,split_internal_mix,mix::WF4::AudioLDM2,cal_c,1,1,0.5035343766212463,0.04099319130182266,0.5023728609085083,0.5040006637573242,0.9076314568519592,0.5378767251968384
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0044.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0175.wav,split_internal_mix,mix::WF6::AudioLDM2,cal_c,1,1,0.8305178880691528,0.028748411685228348,0.5031419396400452,0.5056296586990356,0.973189651966095,0.1423618197441101
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0011.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0015.wav,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_c,1,1,0.010683668777346611,0.09894400089979172,0.5016826391220093,0.5026431083679199,0.6906337738037109,0.9998640418052672
data\raw\fake_music_generated\fake_music_AudioLDM2_0161.wav,fake_music_generated,AudioLDM2,cal_b,0,1,0.011103457771241665,0.025860294699668884,0.501308798789978,0.5019225478172302,0.6904434561729431,0.9999549388885498
data/raw/gtzan_unique_v2/pop.00050.wav,gtzan_real_v2,GTZAN_genre_7,cal_a,0,1,0.030966510996222496,0.6979796290397644,0.5010893940925598,0.5022158026695251,0.7562659382820129,0.9997493624687196
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8130994.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0087.wav,split_internal_mix,mix::A01::AudioLDM2,cal_b,1,1,0.3402605950832367,0.060514505952596664,0.5010570883750916,0.5018640756607056,0.708714485168457,0.9998652935028076
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5937046.flac|data/raw/gtzan_unique_v2/rock.00021.wav,split_internal_mix,mix::bonafide::GTZAN_genre_9,cal_b,1,1,0.05169649049639702,0.8803744316101074,0.5014763474464417,0.5026671886444092,0.7328880429267883,0.9999821782112122
data\raw\fake_music_generated\fake_music_AudioLDM2_0015.wav,fake_music_generated,AudioLDM2,cal_c,0,1,0.011657191440463066,0.10356049239635468,0.5013386011123657,0.5020690560340881,0.6737040877342224,0.9998397827148438
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ016-0420.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0241.wav,split_internal_mix,mix::WF7::AudioLDM2,cal_b,1,1,0.2794272005558014,0.03612930700182915,0.5023955702781677,0.5031811594963074,0.7823231816291809,0.9998931884765624
data\raw\fake_music_generated\fake_music_AudioLDM2_0289.wav,fake_music_generated,AudioLDM2,cal_a,0,1,0.011115129105746746,0.022504165768623352,0.5015416741371155,0.5022492408752441,0.6248264908790588,0.9999629259109496
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1178897.flac,asvspoof2019,bonafide,cal_b,1,0,0.7990477681159973,0.013365468941628933,0.5032156109809875,0.5064214468002319,0.969351589679718,0.1060995161533355
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4944-0042.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.8705962896347046,0.014583723619580269,0.503135621547699,0.5062799453735352,0.9513091444969176,0.0937732607126236
data\raw\fake_music_generated\fake_music_AudioLDM2_0275.wav,fake_music_generated,AudioLDM2,cal_c,0,1,0.012078460305929184,0.021670278161764145,0.501443088054657,0.5018672347068787,0.642159104347229,0.9997286200523376
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0021.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.8157455325126648,0.028163636103272438,0.5025314092636108,0.5048196911811829,0.921460211277008,0.2836175262928009
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0320.wav|data/raw/gtzan_unique_v2/rock.00008.wav,split_internal_mix,mix::WF7::GTZAN_genre_9,cal_a,1,1,0.15778477489948273,0.8361027836799622,0.5018591284751892,0.5031642317771912,0.6238723397254944,0.9999491572380066
data\raw\fake_music_generated\fake_music_AudioLDM2_0297.wav,fake_music_generated,AudioLDM2,cal_b,0,1,0.010036442428827286,0.025140784680843353,0.5014689564704895,0.5021597146987915,0.6655052900314331,0.9997982382774352
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0269_WF1_1.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0067.wav,split_internal_mix,mix::WF1::AudioLDM2,cal_c,1,1,0.6813905239105225,0.08642490208148956,0.5039127469062805,0.5066426992416382,0.9658198356628418,0.3453773558139801
data\raw\fake_music_generated\fake_music_MusicGen_0270.wav,fake_music_generated,MusicGen,cal_a,0,1,0.021287400275468826,0.0263403058052063,0.5015774369239807,0.50222247838974,0.6861671805381775,0.9999321699142456
data/raw/gtzan_unique_v2/jazz.00099.wav,gtzan_real_v2,GTZAN_genre_5,cal_c,0,1,0.018809860572218895,0.6389163136482239,0.5019505023956299,0.5037218928337097,0.786273181438446,0.999995231628418
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0013.flac|data\raw\fake_music_generated\fake_music_MusicGen_0122.wav,split_internal_mix,mix::LibriSpeech::MusicGen,cal_c,1,1,0.5190216302871704,0.1567690074443817,0.5017273426055908,0.5025481581687927,0.7993631958961487,0.988524615764618
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0190.wav|data/raw/gtzan_unique_v2/jazz.00091.wav,split_internal_mix,mix::WF7::GTZAN_genre_5,cal_a,1,1,0.279994398355484,0.4309827387332916,0.5025074481964111,0.5040833353996277,0.7631316781044006,0.707751452922821
data/raw/gtzan_unique_v2/rock.00015.wav,gtzan_real_v2,GTZAN_genre_9,cal_a,0,1,0.16594822704792023,0.7849557995796204,0.501255214214325,0.5019846558570862,0.8758147358894348,0.9896332621574402
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ044-0100.wav,wavefake_ajay,WF5,cal_a,1,0,0.8097372055053711,0.028553852811455727,0.5027308464050293,0.5048855543136597,0.9529816508293152,0.1205675899982452
data\raw\fake_music_generated\fake_music_AudioLDM2_0003.wav,fake_music_generated,AudioLDM2,cal_a,0,1,0.009595688432455063,0.012093672528862953,0.501081645488739,0.501916229724884,0.6828274726867676,0.9992515444755554
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170138-0001.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0051.wav,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_b,1,1,0.737969160079956,0.03949125483632088,0.5035203695297241,0.5062808990478516,0.9535784721374512,0.1576654911041259
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3103059.flac|data\raw\fake_music_generated\fake_music_MusicGen_0290.wav,split_internal_mix,mix::A01::MusicGen,cal_b,1,1,0.7588571310043335,0.030612127855420113,0.5028371810913086,0.5044262409210205,0.9654117822647096,0.109770730137825
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-302196-0003.flac|data\raw\fake_music_generated\fake_music_MusicGen_0116.wav,split_internal_mix,mix::LibriSpeech::MusicGen,cal_c,1,1,0.1588369607925415,0.016465039923787117,0.5019084215164185,0.5027952194213867,0.7384800910949707,0.9997501373291016
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0031.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0095.wav,split_internal_mix,mix::WF4::AudioLDM2,cal_a,1,1,0.8100779056549072,0.03816840425133705,0.5027563571929932,0.505147397518158,0.9612727165222168,0.1357412040233612
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0107.wav,split_internal_mix,mix::R::AudioLDM2,cal_a,1,1,0.6030824780464172,0.48645007610321045,0.5023788213729858,0.5046596527099609,0.9374299645423888,0.9453928470611572
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0002.flac|data\raw\fake_music_generated\fake_music_MusicGen_0258.wav,split_internal_mix,mix::LibriSpeech::MusicGen,cal_b,1,1,0.6271514892578125,0.07667908072471619,0.5044915676116943,0.50792396068573,0.959497332572937,0.5230611562728882
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4944-0038.flac|data/raw/gtzan_unique_v2/reggae.00075.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_8,cal_b,1,1,0.049620483070611954,0.8837735652923584,0.5014024972915649,0.5025959610939026,0.7397211194038391,0.999980926513672
data/raw/gtzan_unique_v2/rock.00039.wav,gtzan_real_v2,GTZAN_genre_9,cal_b,0,1,0.01734202541410923,0.8355050086975098,0.5015414357185364,0.5026621222496033,0.7236862778663635,0.9999930262565612
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0356.wav,wavefake_ajay,WF5,cal_c,1,0,0.7973917126655579,0.0301833339035511,0.5022956728935242,0.5037952065467834,0.9619126915931702,0.1351802945137024
data/raw/gtzan_unique_v2/disco.00022.wav,gtzan_real_v2,GTZAN_genre_3,cal_a,0,1,0.02360706962645054,0.848731517791748,0.5008573532104492,0.5016792416572571,0.8173692226409912,0.999811351299286
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0015.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.7675855159759521,0.027657803148031235,0.5027830004692078,0.5052075386047363,0.9215478897094728,0.114266999065876
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0162.wav,wavefake_ajay,WF7,cal_b,1,0,0.8689071536064148,0.01687031425535679,0.5026894211769104,0.5047231316566467,0.9413104057312012,0.0753314048051834
data\raw\fake_music_generated\fake_music_AudioLDM2_0095.wav,fake_music_generated,AudioLDM2,cal_a,0,1,0.014232068322598934,0.030446171760559082,0.5016396641731262,0.5020971894264221,0.6534313559532166,0.9998173117637634
data\raw\fake_music_generated\fake_music_MusicGen_0226.wav,fake_music_generated,MusicGen,cal_b,0,1,0.013605372980237007,0.020039457827806473,0.501285195350647,0.501732587814331,0.6499283909797668,0.9997097849845886
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8897400.flac|data\raw\fake_music_generated\fake_music_MusicGen_0104.wav,split_internal_mix,mix::A01::MusicGen,cal_b,1,1,0.2911246418952942,0.03924402594566345,0.5016623139381409,0.5022585988044739,0.7423112392425537,0.9993168115615844
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0347.wav|data/raw/gtzan_unique_v2/reggae.00026.wav,split_internal_mix,mix::WF2::GTZAN_genre_8,cal_c,1,1,0.2698541581630707,0.5842235684394836,0.5032371878623962,0.5055932998657227,0.9084170460700988,0.7114308476448059
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0320.wav|data/raw/gtzan_unique_v2/rock.00008.wav,split_internal_mix,mix::WF7::GTZAN_genre_9,cal_a,1,1,0.47260987758636475,0.5225222110748291,0.5007423162460327,0.5017989277839661,0.8541147112846375,0.9867834448814392
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0113.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0223.wav,split_internal_mix,mix::WF2::AudioLDM2,cal_a,1,1,0.8310956954956055,0.015258273109793663,0.5032890439033508,0.5058181881904602,0.9597502946853638,0.0691475644707679
data\raw\fake_music_generated\fake_music_AudioLDM2_0159.wav,fake_music_generated,AudioLDM2,cal_b,0,1,0.011510259471833706,0.029856719076633453,0.5013489723205566,0.5019814372062683,0.693253755569458,0.9999366998672484
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4944-0042.flac|data/raw/gtzan_unique_v2/jazz.00078.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_5,cal_b,1,1,0.01594196818768978,0.6668078899383545,0.5011946558952332,0.5022647380828857,0.7869585156440735,0.9999291896820068
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ030-0001.wav|data\raw\fake_music_generated\fake_music_MusicGen_0154.wav,split_internal_mix,mix::WF3::MusicGen,cal_c,1,1,0.3350144326686859,0.13021790981292725,0.5018531680107117,0.5026817917823792,0.7761881351470947,0.9994540810585022
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8700513.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0091.wav,split_internal_mix,mix::bonafide::AudioLDM2,cal_b,1,1,0.3032708764076233,0.25976791977882385,0.5018913149833679,0.5030152201652527,0.8430449962615967,0.8951337337493896
data/raw/gtzan_unique_v2/pop.00054.wav,gtzan_real_v2,GTZAN_genre_7,cal_c,0,1,0.027502261102199554,0.8182024359703064,0.5012299418449402,0.502366840839386,0.7387756705284119,0.9998972415924072
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0033.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0063.wav,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_c,1,1,0.016433387994766235,0.016184668987989426,0.5022335052490234,0.5028862953186035,0.6917181015014648,0.99991637468338
data\raw\fake_music_generated\fake_music_MusicGen_0122.wav,fake_music_generated,MusicGen,cal_c,0,1,0.014256340451538563,0.01729544997215271,0.5014950633049011,0.5019691586494446,0.6409571170806885,0.9998019337654114
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0044_WF3_1.wav,wavefake_ajay,WF3,cal_c,1,0,0.8380040526390076,0.03141520917415619,0.5024558901786804,0.5045046806335449,0.960408627986908,0.0974534004926681
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4944-0000.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.8618234992027283,0.014193047769367695,0.5024030208587646,0.5056702494621277,0.951597273349762,0.0606917440891265
data/raw/gtzan_unique_v2/rock.00021.wav,gtzan_real_v2,GTZAN_genre_9,cal_b,0,1,0.033032212406396866,0.8550782203674316,0.5014397501945496,0.5026988387107849,0.725315272808075,0.9999950528144836
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ030-0001.wav|data\raw\fake_music_generated\fake_music_MusicGen_0116.wav,split_internal_mix,mix::WF3::MusicGen,cal_c,1,1,0.3908785581588745,0.07309721410274506,0.5018293261528015,0.5031005144119263,0.896543025970459,0.9561504125595092
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0031.flac|data/raw/gtzan_unique_v2/metal.00050.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_6,cal_c,1,1,0.029343178495764732,0.8522350788116455,0.5012481212615967,0.5024015307426453,0.7652743458747864,0.9999716877937316
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0025.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0277.wav,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_b,1,1,0.019214030355215073,0.034617822617292404,0.50190669298172,0.5025814771652222,0.6760441660881042,0.999982476234436
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/hiphop.00012.wav,split_internal_mix,mix::R::GTZAN_genre_4,cal_a,1,1,0.04374319314956665,0.8673093914985657,0.500845730304718,0.5012075304985046,0.8486419320106506,0.999966323375702
data/raw/gtzan_unique_v2/reggae.00070.wav,gtzan_real_v2,GTZAN_genre_8,cal_a,0,1,0.019702453166246414,0.8823652863502502,0.5010221004486084,0.501839816570282,0.8150033950805664,0.9997541904449464
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0320_WF2_1.wav|data/raw/gtzan_unique_v2/metal.00003.wav,split_internal_mix,mix::WF2::GTZAN_genre_6,cal_a,1,1,0.023458927869796753,0.8621940612792969,0.5014908909797668,0.5028517842292786,0.7351412177085876,0.9999740719795228
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0037.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0005.wav,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_c,1,1,0.4327595829963684,0.390337198972702,0.5022233724594116,0.5040386915206909,0.9119809865951538,0.8971227407455444
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ002-0021.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0275.wav,split_internal_mix,mix::R::AudioLDM2,cal_c,1,1,0.10551325231790543,0.039066918194293976,0.5031799077987671,0.5047062635421753,0.8319511413574219,0.9898569583892822
data\raw\openslr_librispeech_asr\librispeech_dev_8842-302196-0002.flac,librispeech_dev,LibriSpeech,cal_c,1,0,0.7976035475730896,0.019327476620674133,0.501860499382019,0.503365159034729,0.9124348163604736,0.122711069881916
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0002.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.841821551322937,0.026232393458485603,0.5042427182197571,0.5075528621673584,0.960946559906006,0.0667883083224296
data/raw/gtzan_unique_v2/metal.00086.wav,gtzan_real_v2,GTZAN_genre_6,cal_b,0,1,0.01562904566526413,0.821395218372345,0.5009042024612427,0.5018566250801086,0.8250529766082764,0.9999893307685852
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043_WF3_1.wav,wavefake_ajay,WF3,cal_a,1,0,0.8366503119468689,0.023277007043361664,0.5030701756477356,0.5054358243942261,0.9676989912986756,0.111751765012741
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0347.wav,wavefake_ajay,WF2,cal_c,1,0,0.814944863319397,0.026304278522729874,0.502616286277771,0.5047881603240967,0.9594724178314208,0.1060528010129928
data\raw\fake_music_generated\fake_music_AudioLDM2_0295.wav,fake_music_generated,AudioLDM2,cal_c,0,1,0.010480429045855999,0.035955511033535004,0.5013065934181213,0.50197434425354,0.6619094014167786,0.9999032020568848
data\raw\fake_music_generated\fake_music_AudioLDM2_0235.wav,fake_music_generated,AudioLDM2,cal_a,0,1,0.011599607765674591,0.00904515478760004,0.5013043284416199,0.5021907091140747,0.671999990940094,0.9991310238838196
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2682925.flac,asvspoof2019,A02,cal_b,1,0,0.7704470753669739,0.01454444695264101,0.5026282072067261,0.506110668182373,0.9478752613067628,0.055192794650793
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0365.wav|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,split_internal_mix,mix::WF5::MusicGen,cal_b,1,1,0.7938374280929565,0.02219676971435547,0.5025063753128052,0.5047354698181152,0.9617279767990112,0.1058276891708374
data\raw\fake_music_generated\fake_music_AudioLDM2_0069.wav,fake_music_generated,AudioLDM2,cal_c,0,1,0.010519672185182571,0.009853381663560867,0.5011516809463501,0.5019845962524414,0.6577703952789307,0.9995367527008056
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-302196-0003.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0275.wav,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_c,1,1,0.13707734644412994,0.038265302777290344,0.5030714273452759,0.5044670701026917,0.8075202703475952,0.9948906898498536
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0365.wav|data\raw\fake_music_generated\fake_music_MusicGen_0258.wav,split_internal_mix,mix::WF5::MusicGen,cal_b,1,1,0.7572266459465027,0.08306954801082611,0.5027851462364197,0.505072832107544,0.96254700422287,0.1581827104091644
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ044-0100.wav|data/raw/gtzan_unique_v2/country.00074.wav,split_internal_mix,mix::WF5::GTZAN_genre_2,cal_a,1,1,0.28138458728790283,0.5898433923721313,0.5023784041404724,0.504589319229126,0.8938145637512207,0.7150304913520813
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0320.wav|data/raw/gtzan_unique_v2/hiphop.00053.wav,split_internal_mix,mix::WF7::GTZAN_genre_4,cal_a,1,1,0.36523404717445374,0.5809688568115234,0.503619909286499,0.506496250629425,0.9428541660308838,0.6934989094734192
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0269.wav,wavefake_ajay,WF7,cal_c,1,0,0.79596346616745,0.028288327157497406,0.5035377740859985,0.5063323378562927,0.965125560760498,0.0706325843930244
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/metal.00069.wav,split_internal_mix,mix::R::GTZAN_genre_6,cal_a,1,1,0.017966600134968758,0.8002498745918274,0.5010788440704346,0.5019023418426514,0.7513844966888428,0.999997854232788
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4252818.flac|data/raw/gtzan_unique_v2/rock.00007.wav,split_internal_mix,mix::A01::GTZAN_genre_9,cal_b,1,1,0.01964753307402134,0.8510259985923767,0.5011327266693115,0.5020297169685364,0.7765496373176575,0.9999958872795104
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ016-0420.wav,wavefake_ajay,WF7,cal_b,1,0,0.8894779682159424,0.014769676141440868,0.5027748942375183,0.5054613351821899,0.962615430355072,0.1250872015953064
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav,wavefake_ajay,R,cal_a,1,0,0.8064289689064026,0.031252674758434296,0.5023835897445679,0.504953145980835,0.9480156302452089,0.133864939212799
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0026.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0013.wav,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_c,1,1,0.7496668100357056,0.039815060794353485,0.5032896399497986,0.5058732032775879,0.9647067189216614,0.0988404676318168
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0016.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.7168346047401428,0.024398811161518097,0.5029555559158325,0.5053781867027283,0.9271165728569032,0.1725842952728271
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0016.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,split_internal_mix,mix::LibriSpeech::MusicGen,cal_b,1,1,0.31722941994667053,0.10673800110816956,0.5010194182395935,0.501668393611908,0.6748137474060059,0.9990925788879396
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170138-0003.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,split_internal_mix,mix::LibriSpeech::MusicGen,cal_b,1,1,0.011557681486010551,0.08570297062397003,0.5022709965705872,0.5035999417304993,0.7645702362060547,0.9998421669006348
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0113.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0167.wav,split_internal_mix,mix::WF2::AudioLDM2,cal_a,1,1,0.3023492395877838,0.038169484585523605,0.5017219185829163,0.5024440288543701,0.768927812576294,0.9995893836021424
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ030-0001.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0013.wav,split_internal_mix,mix::WF3::AudioLDM2,cal_c,1,1,0.11740729957818985,0.012486375868320465,0.5021003484725952,0.5029586553573608,0.7498213052749634,0.9973347187042236
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6208966.flac|data/raw/gtzan_unique_v2/blues.00062.wav,split_internal_mix,mix::A01::GTZAN_genre_0,cal_b,1,1,0.08519616723060608,0.8621415495872498,0.5010342001914978,0.5018112063407898,0.8190398812294006,0.9999691843986512
data\raw\fake_music_generated\fake_music_AudioLDM2_0087.wav,fake_music_generated,AudioLDM2,cal_b,0,1,0.015572510659694672,0.03366672247648239,0.5010954737663269,0.5018665194511414,0.7101398706436157,0.9999626874923706
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0014.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0053.wav,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_b,1,1,0.29333367943763733,0.048621177673339844,0.5031979084014893,0.5052308440208435,0.8883653283119202,0.9878941178321838
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7381944.flac,asvspoof2019,A01,cal_b,1,0,0.7678276300430298,0.037604182958602905,0.5024178624153137,0.503836452960968,0.9713588953018188,0.0570102632045745
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0095.wav,split_internal_mix,mix::R::AudioLDM2,cal_a,1,1,0.23135125637054443,0.027027083560824394,0.502016544342041,0.5034099817276001,0.7495055198669434,0.9942095279693604
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/reggae.00069.wav,split_internal_mix,mix::R::GTZAN_genre_8,cal_a,1,1,0.020053960382938385,0.8191445469856262,0.5015266537666321,0.5029111504554749,0.8542289733886719,0.9998631477355956
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0015.flac|data/raw/gtzan_unique_v2/blues.00025.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_0,cal_c,1,1,0.24491290748119354,0.7879393696784973,0.5018026232719421,0.502901554107666,0.763516902923584,0.9921681880950928
data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0011.flac,librispeech_dev,LibriSpeech,cal_c,1,0,0.8233163952827454,0.03771002218127251,0.5037943124771118,0.506559431552887,0.9429296851158142,0.0607295855879783
data\raw\fake_music_generated\fake_music_AudioLDM2_0147.wav,fake_music_generated,AudioLDM2,cal_a,0,1,0.011679990217089653,0.019149174913764,0.5014011263847351,0.5022619962692261,0.6671636700630188,0.999962329864502
data/raw/gtzan_unique_v2/classical.00026.wav,gtzan_real_v2,GTZAN_genre_1,cal_a,0,1,0.026528410613536835,0.7216029167175293,0.5015559196472168,0.5037050247192383,0.7880663871765137,0.9999982714653016
data/raw/gtzan_unique_v2/country.00039.wav,gtzan_real_v2,GTZAN_genre_2,cal_b,0,1,0.021596523001790047,0.8685173988342285,0.5008559823036194,0.501872181892395,0.831471860408783,0.9999796748161316
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5937046.flac|data/raw/gtzan_unique_v2/country.00039.wav,split_internal_mix,mix::bonafide::GTZAN_genre_2,cal_b,1,1,0.019424758851528168,0.8877858519554138,0.5010319352149963,0.5021979212760925,0.7909365296363831,0.9999899864196776
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170142-0039.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.7955316305160522,0.028323311358690262,0.5029528737068176,0.5050244927406311,0.9021683931350708,0.2094265520572662
