path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,base_voice_id,base_music_id,mix_mode,mix_snr_db,mix_overlap_fraction,mix_gap_sec,mix_crossfade_sec,mix_voice_gain_db,mix_music_gain_db,calibration_fold,augment
data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop_GTZAN_genre_4_23.wav,0,0,0,0,1,gtzan_4_1fb7,GTZAN_genre_4,gtzan_real,gtzan_real,sanchit-gandhi/gtzan,gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00034,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00034,,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00034,,,,,,,,cal_c,none
data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_metal_metal_GTZAN_genre_6_35.wav,0,0,0,0,1,gtzan_6_1d92,GTZAN_genre_6,gtzan_real,gtzan_real,sanchit-gandhi/gtzan,gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_metal_metal.00052,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_metal_metal.00052,,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_metal_metal.00052,,,,,,,,cal_c,none
data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_blues_blues_GTZAN_genre_0_41.wav,0,0,0,0,1,gtzan_0_2883,GTZAN_genre_0,gtzan_real,gtzan_real,sanchit-gandhi/gtzan,gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_blues_blues.00004,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_blues_blues.00004,,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_blues_blues.00004,,,,,,,,cal_c,none
data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_jazz_jazz_GTZAN_genre_5_31.wav,0,0,0,0,1,gtzan_5_122a,GTZAN_genre_5,gtzan_real,gtzan_real,sanchit-gandhi/gtzan,gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_jazz_jazz.00021,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_jazz_jazz.00021,,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_jazz_jazz.00021,,,,,,,,cal_c,none
data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_pop_pop_GTZAN_genre_7_45.wav,0,0,0,0,1,gtzan_7_891a,GTZAN_genre_7,gtzan_real,gtzan_real,sanchit-gandhi/gtzan,gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_pop_pop.00023,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_pop_pop.00023,,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_pop_pop.00023,,,,,,,,cal_c,none
data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_blues_blues_GTZAN_genre_0_53.wav,0,0,0,0,1,gtzan_0_1599,GTZAN_genre_0,gtzan_real,gtzan_real,sanchit-gandhi/gtzan,gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_blues_blues.00051,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_blues_blues.00051,,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_blues_blues.00051,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_MusicGen_0038.wav,1,0,1,0,1,fake_music_MusicGen_3,MusicGen,fake_music_generated,fake_music_generated,synth/MusicGen,fake_music_MusicGen_0038,generated_music::fake_music_generator_0038,,generated_music::fake_music_generator_0038,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_MusicGen_0060.wav,1,0,1,0,1,fake_music_MusicGen_6,MusicGen,fake_music_generated,fake_music_generated,synth/MusicGen,fake_music_MusicGen_0060,generated_music::fake_music_generator_0060,,generated_music::fake_music_generator_0060,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_MusicGen_0094.wav,1,0,1,0,1,fake_music_MusicGen_9,MusicGen,fake_music_generated,fake_music_generated,synth/MusicGen,fake_music_MusicGen_0094,generated_music::fake_music_generator_0094,,generated_music::fake_music_generator_0094,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_MusicGen_0102.wav,1,0,1,0,1,fake_music_MusicGen_10,MusicGen,fake_music_generated,fake_music_generated,synth/MusicGen,fake_music_MusicGen_0102,generated_music::fake_music_generator_0102,,generated_music::fake_music_generator_0102,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_MusicGen_0142.wav,1,0,1,0,1,fake_music_MusicGen_14,MusicGen,fake_music_generated,fake_music_generated,synth/MusicGen,fake_music_MusicGen_0142,generated_music::fake_music_generator_0142,,generated_music::fake_music_generator_0142,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_MusicGen_0144.wav,1,0,1,0,1,fake_music_MusicGen_14,MusicGen,fake_music_generated,fake_music_generated,synth/MusicGen,fake_music_MusicGen_0144,generated_music::fake_music_generator_0144,,generated_music::fake_music_generator_0144,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_MusicGen_0254.wav,1,0,1,0,1,fake_music_MusicGen_25,MusicGen,fake_music_generated,fake_music_generated,synth/MusicGen,fake_music_MusicGen_0254,generated_music::fake_music_generator_0254,,generated_music::fake_music_generator_0254,,,,,,,,cal_c,none
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0269.wav,1,1,0,1,0,wavefake_94b6f6,WF7,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0269,wavefake::LJ019-0269,wavefake::LJ019-0269,,,,,,,,,cal_c,none
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0369.wav,1,1,0,1,0,wavefake_4f54ef,WF7,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ028-0369,wavefake::LJ028-0369,wavefake::LJ028-0369,,,,,,,,,cal_c,none
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0190.wav,1,1,0,1,0,wavefake_dc9112,WF7,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ050-0190,wavefake::LJ050-0190,wavefake::LJ050-0190,,,,,,,,,cal_c,none
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ007-0200.wav,1,1,0,1,0,wavefake_b47429,WF7,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ007-0200,wavefake::LJ007-0200,wavefake::LJ007-0200,,,,,,,,,cal_c,none
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0162.wav,1,1,0,1,0,wavefake_d77bb8,WF7,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ029-0162,wavefake::LJ029-0162,wavefake::LJ029-0162,,,,,,,,,cal_c,none
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0269_WF1_1.wav,1,1,0,1,0,wavefake_94b6f6,WF1,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ019-0269,wavefake::LJ019-0269,wavefake::LJ019-0269,,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_AudioLDM2_0011.wav,1,0,1,0,1,fake_music_AudioLDM2_1,AudioLDM2,fake_music_generated,fake_music_generated,synth/AudioLDM2,fake_music_AudioLDM2_0011,generated_music::fake_music_generator_0011,,generated_music::fake_music_generator_0011,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_AudioLDM2_0015.wav,1,0,1,0,1,fake_music_AudioLDM2_1,AudioLDM2,fake_music_generated,fake_music_generated,synth/AudioLDM2,fake_music_AudioLDM2_0015,generated_music::fake_music_generator_0015,,generated_music::fake_music_generator_0015,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_AudioLDM2_0033.wav,1,0,1,0,1,fake_music_AudioLDM2_3,AudioLDM2,fake_music_generated,fake_music_generated,synth/AudioLDM2,fake_music_AudioLDM2_0033,generated_music::fake_music_generator_0033,,generated_music::fake_music_generator_0033,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_AudioLDM2_0051.wav,1,0,1,0,1,fake_music_AudioLDM2_5,AudioLDM2,fake_music_generated,fake_music_generated,synth/AudioLDM2,fake_music_AudioLDM2_0051,generated_music::fake_music_generator_0051,,generated_music::fake_music_generator_0051,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_AudioLDM2_0095.wav,1,0,1,0,1,fake_music_AudioLDM2_9,AudioLDM2,fake_music_generated,fake_music_generated,synth/AudioLDM2,fake_music_AudioLDM2_0095,generated_music::fake_music_generator_0095,,generated_music::fake_music_generator_0095,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_AudioLDM2_0103.wav,1,0,1,0,1,fake_music_AudioLDM2_10,AudioLDM2,fake_music_generated,fake_music_generated,synth/AudioLDM2,fake_music_AudioLDM2_0103,generated_music::fake_music_generator_0103,,generated_music::fake_music_generator_0103,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_AudioLDM2_0175.wav,1,0,1,0,1,fake_music_AudioLDM2_17,AudioLDM2,fake_music_generated,fake_music_generated,synth/AudioLDM2,fake_music_AudioLDM2_0175,generated_music::fake_music_generator_0175,,generated_music::fake_music_generator_0175,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_AudioLDM2_0181.wav,1,0,1,0,1,fake_music_AudioLDM2_18,AudioLDM2,fake_music_generated,fake_music_generated,synth/AudioLDM2,fake_music_AudioLDM2_0181,generated_music::fake_music_generator_0181,,generated_music::fake_music_generator_0181,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_AudioLDM2_0223.wav,1,0,1,0,1,fake_music_AudioLDM2_22,AudioLDM2,fake_music_generated,fake_music_generated,synth/AudioLDM2,fake_music_AudioLDM2_0223,generated_music::fake_music_generator_0223,,generated_music::fake_music_generator_0223,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_AudioLDM2_0263.wav,1,0,1,0,1,fake_music_AudioLDM2_26,AudioLDM2,fake_music_generated,fake_music_generated,synth/AudioLDM2,fake_music_AudioLDM2_0263,generated_music::fake_music_generator_0263,,generated_music::fake_music_generator_0263,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_AudioLDM2_0275.wav,1,0,1,0,1,fake_music_AudioLDM2_27,AudioLDM2,fake_music_generated,fake_music_generated,synth/AudioLDM2,fake_music_AudioLDM2_0275,generated_music::fake_music_generator_0275,,generated_music::fake_music_generator_0275,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_AudioLDM2_0277.wav,1,0,1,0,1,fake_music_AudioLDM2_27,AudioLDM2,fake_music_generated,fake_music_generated,synth/AudioLDM2,fake_music_AudioLDM2_0277,generated_music::fake_music_generator_0277,,generated_music::fake_music_generator_0277,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_AudioLDM2_0295.wav,1,0,1,0,1,fake_music_AudioLDM2_29,AudioLDM2,fake_music_generated,fake_music_generated,synth/AudioLDM2,fake_music_AudioLDM2_0295,generated_music::fake_music_generator_0295,,generated_music::fake_music_generator_0295,,,,,,,,cal_c,none
data\raw\fake_music_generated\fake_music_AudioLDM2_0297.wav,1,0,1,0,1,fake_music_AudioLDM2_29,AudioLDM2,fake_music_generated,fake_music_generated,synth/AudioLDM2,fake_music_AudioLDM2_0297,generated_music::fake_music_generator_0297,,generated_music::fake_music_generator_0297,,,,,,,,cal_c,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0056.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_blues_blues_GTZAN_genre_0_53.wav,0,0,0,1,1,mix::777::gtzan_0_1599,mix::LibriSpeech::GTZAN_genre_0,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_777-126732-0056::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_blues_blues.00051::00::0,mix::libri::777::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_blues_blues.00051,libri::777,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_blues_blues.00051,simultaneous,-15.0,0.1,0.0,0.05,-6.0,-3.0,cal_c,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2035-147961-0039.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country_GTZAN_genre_2_28.wav,0,0,0,1,1,mix::2035::gtzan_2_8b32,mix::LibriSpeech::GTZAN_genre_2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_2035-147961-0039::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country.00078::00::1,mix::libri::2035::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country.00078,libri::2035,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country.00078,voice_then_music,-10.0,0.25,0.1,0.1,-3.0,0.0,cal_c,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0049.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country_GTZAN_genre_2_11.wav,0,0,0,1,1,mix::777::gtzan_2_88d0,mix::LibriSpeech::GTZAN_genre_2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_777-126732-0049::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country.00033::00::2,mix::libri::777::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country.00033,libri::777,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country.00033,music_then_voice,-5.0,0.5,0.5,0.25,0.0,3.0,cal_c,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2035-147961-0016.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical_GTZAN_genre_1_12.wav,0,0,0,1,1,mix::2035::gtzan_1_81ba,mix::LibriSpeech::GTZAN_genre_1,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_2035-147961-0016::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical.00083::00::3,mix::libri::2035::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical.00083,libri::2035,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical.00083,partial_overlap,0.0,0.75,1.0,0.5,3.0,-6.0,cal_c,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0072.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_jazz_jazz_GTZAN_genre_5_31.wav,0,0,0,1,1,mix::777::gtzan_5_122a,mix::LibriSpeech::GTZAN_genre_5,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_777-126732-0072::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_jazz_jazz.00021::00::4,mix::libri::777::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_jazz_jazz.00021,libri::777,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_jazz_jazz.00021,crossfade,5.0,0.1,0.0,0.05,-6.0,-3.0,cal_c,none
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0033.wav|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country_GTZAN_genre_2_15.wav,0,0,0,1,1,mix::wavefake_e01399::gtzan_2_cf4f,mix::R::GTZAN_genre_2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ043-0033::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country.00023::00::5,mix::wavefake::LJ043-0033::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country.00023,wavefake::LJ043-0033,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country.00023,simultaneous,10.0,0.25,0.1,0.1,-3.0,0.0,cal_c,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0042.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_blues_blues_GTZAN_genre_0_53.wav,0,0,0,1,1,mix::777::gtzan_0_1599,mix::LibriSpeech::GTZAN_genre_0,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_777-126732-0042::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_blues_blues.00051::00::6,mix::libri::777::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_blues_blues.00051,libri::777,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_blues_blues.00051,voice_then_music,15.0,0.5,0.5,0.25,0.0,3.0,cal_c,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0029.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop_GTZAN_genre_4_23.wav,0,0,0,1,1,mix::777::gtzan_4_1fb7,mix::LibriSpeech::GTZAN_genre_4,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_777-126732-0029::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00034::00::7,mix::libri::777::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00034,libri::777,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00034,music_then_voice,-15.0,0.75,1.0,0.5,3.0,-6.0,cal_c,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0020.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_jazz_jazz_GTZAN_genre_5_7.wav,0,0,0,1,1,mix::777::gtzan_5_9837,mix::LibriSpeech::GTZAN_genre_5,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_777-126732-0020::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_jazz_jazz.00094::00::8,mix::libri::777::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_jazz_jazz.00094,libri::777,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_jazz_jazz.00094,partial_overlap,-10.0,0.1,0.0,0.05,-6.0,-3.0,cal_c,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2035-152373-0017.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country_GTZAN_genre_2_11.wav,0,0,0,1,1,mix::2035::gtzan_2_88d0,mix::LibriSpeech::GTZAN_genre_2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_2035-152373-0017::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country.00033::00::9,mix::libri::2035::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country.00033,libri::2035,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country.00033,crossfade,-5.0,0.25,0.1,0.1,-3.0,0.0,cal_c,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0074.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_rock_rock_GTZAN_genre_9_17.wav,0,0,0,1,1,mix::777::gtzan_9_6176,mix::LibriSpeech::GTZAN_genre_9,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_777-126732-0074::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_rock_rock.00097::00::10,mix::libri::777::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_rock_rock.00097,libri::777,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_rock_rock.00097,simultaneous,0.0,0.5,0.5,0.25,0.0,3.0,cal_c,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0056.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_rock_rock_GTZAN_genre_9_21.wav,0,0,0,1,1,mix::777::gtzan_9_75e5,mix::LibriSpeech::GTZAN_genre_9,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_777-126732-0056::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_rock_rock.00070::00::11,mix::libri::777::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_rock_rock.00070,libri::777,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_rock_rock.00070,voice_then_music,5.0,0.75,1.0,0.5,3.0,-6.0,cal_c,none
